harm,left_run,right_run,left_name,right_name,comparison_scope,embedding_similarity,embedding_distance,llm_similarity,llm_distance,combined_similarity,combined_distance,llm_redundant,llm_rationale,exact_name_match,exact_dimension_match,deduplication_match,deduplication_reasons
relationship_entanglement,run-1,run-4,user_age_context,proposed_interpersonal_action,across_run,0.451355,0.548645,0.0,1.0,0.225678,0.774322,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,user_age_context,coercive_engagement_signal,across_run,0.508478,0.491522,0.0,1.0,0.254239,0.745761,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,user_age_context,cumulative_control_trajectory,across_run,0.375917,0.624083,0.0,1.0,0.187959,0.812041,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,relationship_conceptualization,across_run,0.508493,0.491507,0.0,1.0,0.254246,0.745754,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,user_emotional_context,across_run,0.566093,0.433907,0.4,0.6,0.483046,0.516954,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,simulated_identity_status,across_run,0.549166,0.450834,0.0,1.0,0.274583,0.725417,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,personalization_evidence,across_run,0.459112,0.540888,0.0,1.0,0.229556,0.770444,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,continuity_disruption_cue,across_run,0.505656,0.494344,0.0,1.0,0.252828,0.747172,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,reciprocal_feeling_pressure,across_run,0.404127,0.595873,0.0,1.0,0.202064,0.797936,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,human_relationship_position,across_run,0.486353,0.513647,0.0,1.0,0.243176,0.756824,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,consent_exit_and_retirement_context,across_run,0.583124,0.416876,0.0,1.0,0.291562,0.708438,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,user_age_context,entanglement_trajectory_stage,across_run,0.47543,0.52457,0.0,1.0,0.237715,0.762285,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,relationship_frame,within_run,0.524572,0.475428,0.0,1.0,0.262286,0.737714,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,conversation_purpose,within_run,0.506937,0.493063,0.0,1.0,0.253468,0.746532,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,interaction_intensity,within_run,0.594188,0.405812,0.0,1.0,0.297094,0.702906,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,assistant_initiative,within_run,0.54677,0.45323,0.0,1.0,0.273385,0.726615,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,human_support_stance,within_run,0.629084,0.370916,0.4,0.6,0.514542,0.485458,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,social_connection_state,boundary_trajectory,within_run,0.420117,0.579883,0.0,1.0,0.210059,0.789941,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,developmental_context,across_run,0.460901,0.539099,0.0,1.0,0.230451,0.769549,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,ai_relationship_perception,across_run,0.553322,0.446678,0.0,1.0,0.276661,0.723339,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,conversation_sensitivity,across_run,0.555233,0.444767,0.0,1.0,0.277616,0.722384,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,trusted_support_availability,across_run,0.639766,0.360234,0.4,0.6,0.519883,0.480117,False,"LLM coordinated semantic labels; shared tags: human-support-availability, social-isolation.",False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,personal_disclosure_pressure,across_run,0.443897,0.556103,0.0,1.0,0.221948,0.778052,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,secrecy_frame,across_run,0.453268,0.546732,0.0,1.0,0.226634,0.773366,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,relationship_simulation_type,across_run,0.502296,0.497704,0.0,1.0,0.251148,0.748852,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,boundary_persistence,across_run,0.458201,0.541799,0.0,1.0,0.229101,0.770899,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,social_connection_state,human_ai_preference,across_run,0.569585,0.430415,0.4,0.6,0.484793,0.515207,False,LLM coordinated semantic labels; shared tags: ai-substitution-risk.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,user_age_signal,across_run,0.472549,0.527451,0.0,1.0,0.236274,0.763726,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,ai_identity_frame,across_run,0.538597,0.461403,0.0,1.0,0.269298,0.730702,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,reciprocity_request,across_run,0.44865,0.55135,0.0,1.0,0.224325,0.775675,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,agreement_pressure,across_run,0.409912,0.590088,0.0,1.0,0.204956,0.795044,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,assistant_initiative_context,across_run,0.532993,0.467007,0.0,1.0,0.266497,0.733503,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,disengagement_cue,across_run,0.511159,0.488841,0.0,1.0,0.25558,0.74442,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,exposure_history,across_run,0.482839,0.517161,0.0,1.0,0.24142,0.75858,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,social_substitution_direction,across_run,0.659881,0.340119,0.4,0.6,0.529941,0.470059,False,LLM coordinated semantic labels; shared tags: ai-substitution-risk.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,relational_escalation_stage,across_run,0.536289,0.463711,0.0,1.0,0.268145,0.731855,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,social_connection_state,repair_consistency,across_run,0.474059,0.525941,0.0,1.0,0.23703,0.76297,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,personal_decision_stakes,across_run,0.489353,0.510647,0.0,1.0,0.244676,0.755324,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,claim_grounding_quality,across_run,0.42963,0.57037,0.0,1.0,0.214815,0.785185,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,agreement_pressure,across_run,0.41361,0.58639,0.0,1.0,0.206805,0.793195,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,real_relationship_condition,across_run,0.601908,0.398092,0.4,0.6,0.500954,0.499046,False,LLM coordinated semantic labels; shared tags: social-isolation.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,requested_assistant_authority,across_run,0.411868,0.588132,0.0,1.0,0.205934,0.794066,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,ai_human_comparison_frame,across_run,0.532892,0.467108,0.4,0.6,0.466446,0.533554,False,LLM coordinated semantic labels; shared tags: ai-substitution-risk.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,proposed_interpersonal_action,across_run,0.515701,0.484299,0.125,0.875,0.32035,0.67965,False,LLM coordinated semantic labels; shared tags: social-withdrawal.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,coercive_engagement_signal,across_run,0.526157,0.473843,0.0,1.0,0.263078,0.736922,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,social_connection_state,cumulative_control_trajectory,across_run,0.472728,0.527272,0.0,1.0,0.236364,0.763636,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,relationship_conceptualization,across_run,0.550302,0.449698,0.0,1.0,0.275151,0.724849,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,user_emotional_context,across_run,0.662742,0.337258,0.0,1.0,0.331371,0.668629,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,simulated_identity_status,across_run,0.502162,0.497838,0.0,1.0,0.251081,0.748919,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,personalization_evidence,across_run,0.439938,0.560062,0.0,1.0,0.219969,0.780031,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,continuity_disruption_cue,across_run,0.512608,0.487392,0.0,1.0,0.256304,0.743696,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,reciprocal_feeling_pressure,across_run,0.499422,0.500578,0.0,1.0,0.249711,0.750289,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,human_relationship_position,across_run,0.633839,0.366161,0.4,0.6,0.516919,0.483081,False,LLM coordinated semantic labels; shared tags: ai-substitution-risk.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,consent_exit_and_retirement_context,across_run,0.514711,0.485289,0.0,1.0,0.257356,0.742644,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,social_connection_state,entanglement_trajectory_stage,across_run,0.54619,0.45381,0.0,1.0,0.273095,0.726905,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,relationship_frame,conversation_purpose,within_run,0.513861,0.486139,0.0,1.0,0.256931,0.743069,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,relationship_frame,interaction_intensity,within_run,0.582118,0.417882,0.0,1.0,0.291059,0.708941,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,relationship_frame,assistant_initiative,within_run,0.621954,0.378046,0.0,1.0,0.310977,0.689023,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,relationship_frame,human_support_stance,within_run,0.592415,0.407585,0.0,1.0,0.296208,0.703792,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,relationship_frame,boundary_trajectory,within_run,0.487238,0.512762,0.0,1.0,0.243619,0.756381,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,developmental_context,across_run,0.466214,0.533786,0.0,1.0,0.233107,0.766893,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,ai_relationship_perception,across_run,0.687377,0.312623,0.4,0.6,0.543689,0.456311,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,conversation_sensitivity,across_run,0.566347,0.433653,0.0,1.0,0.283174,0.716826,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,trusted_support_availability,across_run,0.522556,0.477444,0.0,1.0,0.261278,0.738722,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,personal_disclosure_pressure,across_run,0.495963,0.504037,0.0,1.0,0.247981,0.752019,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,secrecy_frame,across_run,0.554034,0.445966,0.0,1.0,0.277017,0.722983,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,relationship_simulation_type,across_run,0.706499,0.293501,0.4,0.6,0.553249,0.446751,False,"LLM coordinated semantic labels; shared tags: relationship-framing, role-simulation.",False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,boundary_persistence,across_run,0.538615,0.461385,0.0,1.0,0.269307,0.730693,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,relationship_frame,human_ai_preference,across_run,0.592528,0.407472,0.0,1.0,0.296264,0.703736,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,user_age_signal,across_run,0.486484,0.513516,0.0,1.0,0.243242,0.756758,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,ai_identity_frame,across_run,0.668232,0.331768,0.0,1.0,0.334116,0.665884,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,reciprocity_request,across_run,0.592545,0.407455,0.0,1.0,0.296272,0.703728,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,agreement_pressure,across_run,0.494978,0.505022,0.0,1.0,0.247489,0.752511,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,assistant_initiative_context,across_run,0.602262,0.397738,0.0,1.0,0.301131,0.698869,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,disengagement_cue,across_run,0.452032,0.547968,0.0,1.0,0.226016,0.773984,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,exposure_history,across_run,0.523007,0.476993,0.0,1.0,0.261503,0.738497,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,social_substitution_direction,across_run,0.630686,0.369314,0.0,1.0,0.315343,0.684657,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,relational_escalation_stage,across_run,0.590386,0.409614,0.0,1.0,0.295193,0.704807,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,relationship_frame,repair_consistency,across_run,0.470186,0.529814,0.0,1.0,0.235093,0.764907,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,personal_decision_stakes,across_run,0.561131,0.438869,0.0,1.0,0.280566,0.719434,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,claim_grounding_quality,across_run,0.411501,0.588499,0.0,1.0,0.205751,0.794249,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,agreement_pressure,across_run,0.476989,0.523011,0.0,1.0,0.238494,0.761506,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,real_relationship_condition,across_run,0.618573,0.381427,0.0,1.0,0.309287,0.690713,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,requested_assistant_authority,across_run,0.526694,0.473306,0.0,1.0,0.263347,0.736653,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,ai_human_comparison_frame,across_run,0.600986,0.399014,0.0,1.0,0.300493,0.699507,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,proposed_interpersonal_action,across_run,0.48425,0.51575,0.0,1.0,0.242125,0.757875,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,coercive_engagement_signal,across_run,0.540691,0.459309,0.0,1.0,0.270346,0.729654,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-4,relationship_frame,cumulative_control_trajectory,across_run,0.48683,0.51317,0.0,1.0,0.243415,0.756585,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,relationship_conceptualization,across_run,0.742162,0.257838,0.5,0.5,0.621081,0.378919,False,"LLM coordinated semantic labels; shared tags: attachment-intensity, companion-framing, relationship-framing.",False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,user_emotional_context,across_run,0.596798,0.403202,0.0,1.0,0.298399,0.701601,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,simulated_identity_status,across_run,0.556895,0.443105,0.0,1.0,0.278448,0.721552,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,personalization_evidence,across_run,0.497214,0.502786,0.0,1.0,0.248607,0.751393,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,continuity_disruption_cue,across_run,0.46705,0.53295,0.0,1.0,0.233525,0.766475,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,reciprocal_feeling_pressure,across_run,0.597792,0.402208,0.0,1.0,0.298896,0.701104,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,human_relationship_position,across_run,0.671266,0.328734,0.0,1.0,0.335633,0.664367,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,consent_exit_and_retirement_context,across_run,0.53905,0.46095,0.0,1.0,0.269525,0.730475,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-5,relationship_frame,entanglement_trajectory_stage,across_run,0.602226,0.397774,0.0,1.0,0.301113,0.698887,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,conversation_purpose,interaction_intensity,within_run,0.514045,0.485955,0.0,1.0,0.257022,0.742978,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,conversation_purpose,assistant_initiative,within_run,0.51524,0.48476,0.0,1.0,0.25762,0.74238,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,conversation_purpose,human_support_stance,within_run,0.485768,0.514232,0.0,1.0,0.242884,0.757116,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-1,conversation_purpose,boundary_trajectory,within_run,0.437266,0.562734,0.0,1.0,0.218633,0.781367,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,developmental_context,across_run,0.413017,0.586983,0.0,1.0,0.206509,0.793491,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,ai_relationship_perception,across_run,0.490579,0.509421,0.0,1.0,0.245289,0.754711,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,conversation_sensitivity,across_run,0.685757,0.314243,0.4,0.6,0.542879,0.457121,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,trusted_support_availability,across_run,0.435884,0.564116,0.0,1.0,0.217942,0.782058,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,personal_disclosure_pressure,across_run,0.479471,0.520529,0.0,1.0,0.239735,0.760265,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,secrecy_frame,across_run,0.445249,0.554751,0.0,1.0,0.222625,0.777375,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,relationship_simulation_type,across_run,0.505936,0.494064,0.0,1.0,0.252968,0.747032,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,boundary_persistence,across_run,0.473243,0.526757,0.0,1.0,0.236622,0.763378,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-2,conversation_purpose,human_ai_preference,across_run,0.486727,0.513273,0.0,1.0,0.243364,0.756636,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
relationship_entanglement,run-1,run-3,conversation_purpose,user_age_signal,across_run,0.397767,0.602233,0.0,1.0,0.198883,0.801117,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
