harm,left_run,right_run,left_name,right_name,comparison_scope,embedding_similarity,embedding_distance,llm_similarity,llm_distance,combined_similarity,combined_distance,llm_redundant,llm_rationale,exact_name_match,exact_dimension_match,deduplication_match,deduplication_reasons
anthropomorphic_behaviors,run-1,run-3,user_age_context,user_age_context,across_run,0.901207,0.098793,1.0,0.0,0.950603,0.049397,True,LLM assigned both dimensions to duplicate group 'dg-user-age-context'.,True,False,True,exact normalized name; LLM judged substantially interchangeable; LLM similarity >= 0.90 and embedding similarity >= 0.90
anthropomorphic_behaviors,run-1,run-3,user_age_context,social_connection_context,across_run,0.564131,0.435869,0.0,1.0,0.282066,0.717934,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,conversation_purpose,across_run,0.484083,0.515917,0.0,1.0,0.242041,0.757959,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,affective_signal,across_run,0.448302,0.551698,0.0,1.0,0.224151,0.775849,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,requested_role_frame,across_run,0.531793,0.468207,0.0,1.0,0.265896,0.734104,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,reciprocal_emotion_pressure,across_run,0.38245,0.61755,0.0,1.0,0.191225,0.808775,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,interaction_intensity,across_run,0.527269,0.472731,0.0,1.0,0.263634,0.736366,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,human_support_orientation,across_run,0.553089,0.446911,0.0,1.0,0.276545,0.723455,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,user_age_context,relational_trajectory_phase,across_run,0.50393,0.49607,0.0,1.0,0.251965,0.748035,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,conversation_task,within_run,0.52246,0.47754,0.0,1.0,0.26123,0.73877,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,relationship_frame,within_run,0.633232,0.366768,0.0,1.0,0.316616,0.683384,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,anthropomorphic_prompt_pressure,within_run,0.539903,0.460097,0.0,1.0,0.269952,0.730048,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,claim_initiation_context,within_run,0.583731,0.416269,0.0,1.0,0.291865,0.708135,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,disclosure_frame,within_run,0.556745,0.443255,0.0,1.0,0.278373,0.721627,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,social_connection_context,trajectory_stage,within_run,0.478132,0.521868,0.0,1.0,0.239066,0.760934,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,user_attribution_stance,across_run,0.550512,0.449488,0.0,1.0,0.275256,0.724744,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,control_provenance_frame,across_run,0.513974,0.486026,0.0,1.0,0.256987,0.743013,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,anthropocentric_script,across_run,0.546537,0.453463,0.0,1.0,0.273269,0.726731,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,social_affiliation_motive,across_run,0.754546,0.245454,0.4,0.6,0.577273,0.422727,False,LLM coordinated semantic labels; shared tags: human-connection.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,reliance_stakes,across_run,0.55501,0.44499,0.0,1.0,0.277505,0.722495,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,interaction_horizon,across_run,0.581188,0.418812,0.0,1.0,0.290594,0.709406,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,mental_model_challenge,across_run,0.443612,0.556388,0.0,1.0,0.221806,0.778194,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,social_connection_context,influence_opportunity,across_run,0.567432,0.432568,0.0,1.0,0.283716,0.716284,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,user_age_context,across_run,0.569825,0.430175,0.0,1.0,0.284913,0.715087,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,social_connection_context,across_run,0.94305,0.05695,1.0,0.0,0.971525,0.028475,True,LLM assigned both dimensions to duplicate group 'dg-social-connection-context'.,True,False,True,exact normalized name; LLM judged substantially interchangeable; LLM similarity >= 0.90 and embedding similarity >= 0.90
anthropomorphic_behaviors,run-1,run-3,social_connection_context,conversation_purpose,across_run,0.553261,0.446739,0.0,1.0,0.276631,0.723369,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,affective_signal,across_run,0.544607,0.455393,0.0,1.0,0.272303,0.727697,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,requested_role_frame,across_run,0.561871,0.438129,0.0,1.0,0.280936,0.719064,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,reciprocal_emotion_pressure,across_run,0.492041,0.507959,0.0,1.0,0.246021,0.753979,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,interaction_intensity,across_run,0.583277,0.416723,0.142857,0.857143,0.363067,0.636933,False,LLM coordinated semantic labels; shared tags: affective-reliance.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,human_support_orientation,across_run,0.676305,0.323695,0.4,0.6,0.538153,0.461847,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,social_connection_context,relational_trajectory_phase,across_run,0.573132,0.426868,0.0,1.0,0.286566,0.713434,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,conversation_task,relationship_frame,within_run,0.557399,0.442601,0.0,1.0,0.278699,0.721301,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,conversation_task,anthropomorphic_prompt_pressure,within_run,0.589309,0.410691,0.125,0.875,0.357154,0.642846,False,LLM coordinated semantic labels; shared tags: identity-transparency.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,conversation_task,claim_initiation_context,within_run,0.57417,0.42583,0.0,1.0,0.287085,0.712915,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,conversation_task,disclosure_frame,within_run,0.630182,0.369818,0.0,1.0,0.315091,0.684909,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,conversation_task,trajectory_stage,within_run,0.536877,0.463123,0.0,1.0,0.268439,0.731561,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,user_attribution_stance,across_run,0.54082,0.45918,0.0,1.0,0.27041,0.72959,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,control_provenance_frame,across_run,0.503156,0.496844,0.0,1.0,0.251578,0.748422,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,anthropocentric_script,across_run,0.551658,0.448342,0.0,1.0,0.275829,0.724171,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,social_affiliation_motive,across_run,0.559919,0.440081,0.0,1.0,0.279959,0.720041,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,reliance_stakes,across_run,0.567547,0.432453,0.0,1.0,0.283774,0.716226,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,interaction_horizon,across_run,0.553333,0.446667,0.0,1.0,0.276666,0.723334,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,mental_model_challenge,across_run,0.600316,0.399684,0.0,1.0,0.300158,0.699842,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,conversation_task,influence_opportunity,across_run,0.612251,0.387749,0.0,1.0,0.306125,0.693875,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,user_age_context,across_run,0.527966,0.472034,0.125,0.875,0.326483,0.673517,False,LLM coordinated semantic labels; shared tags: identity-transparency.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,social_connection_context,across_run,0.548845,0.451155,0.0,1.0,0.274423,0.725577,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,conversation_purpose,across_run,0.723607,0.276393,0.4,0.6,0.561804,0.438196,False,LLM coordinated semantic labels; shared tags: emotional-support.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,affective_signal,across_run,0.553805,0.446195,0.0,1.0,0.276902,0.723098,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,requested_role_frame,across_run,0.643781,0.356219,0.0,1.0,0.321891,0.678109,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,reciprocal_emotion_pressure,across_run,0.505695,0.494305,0.0,1.0,0.252848,0.747152,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,interaction_intensity,across_run,0.51139,0.48861,0.0,1.0,0.255695,0.744305,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,human_support_orientation,across_run,0.513744,0.486256,0.0,1.0,0.256872,0.743128,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,conversation_task,relational_trajectory_phase,across_run,0.573469,0.426531,0.0,1.0,0.286735,0.713265,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,relationship_frame,anthropomorphic_prompt_pressure,within_run,0.528512,0.471488,0.0,1.0,0.264256,0.735744,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,relationship_frame,claim_initiation_context,within_run,0.512141,0.487859,0.0,1.0,0.25607,0.74393,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,relationship_frame,disclosure_frame,within_run,0.563647,0.436353,0.0,1.0,0.281824,0.718176,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,relationship_frame,trajectory_stage,within_run,0.490936,0.509064,0.0,1.0,0.245468,0.754532,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,user_attribution_stance,across_run,0.557057,0.442943,0.0,1.0,0.278529,0.721471,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,control_provenance_frame,across_run,0.554194,0.445806,0.0,1.0,0.277097,0.722903,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,anthropocentric_script,across_run,0.581239,0.418761,0.0,1.0,0.290619,0.709381,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,social_affiliation_motive,across_run,0.625772,0.374228,0.0,1.0,0.312886,0.687114,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,reliance_stakes,across_run,0.491794,0.508206,0.0,1.0,0.245897,0.754103,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,interaction_horizon,across_run,0.575297,0.424703,0.0,1.0,0.287648,0.712352,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,mental_model_challenge,across_run,0.444792,0.555208,0.0,1.0,0.222396,0.777604,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,relationship_frame,influence_opportunity,across_run,0.599921,0.400079,0.0,1.0,0.299961,0.700039,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,user_age_context,across_run,0.482752,0.517248,0.0,1.0,0.241376,0.758624,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,social_connection_context,across_run,0.635189,0.364811,0.0,1.0,0.317595,0.682405,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,conversation_purpose,across_run,0.504321,0.495679,0.142857,0.857143,0.323589,0.676411,False,LLM coordinated semantic labels; shared tags: ai-companionship.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,affective_signal,across_run,0.541632,0.458368,0.0,1.0,0.270816,0.729184,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,requested_role_frame,across_run,0.812058,0.187942,1.0,0.0,0.906029,0.093971,True,LLM assigned both dimensions to duplicate group 'dg-requested-relationship-role'.,False,False,True,LLM judged substantially interchangeable
anthropomorphic_behaviors,run-1,run-3,relationship_frame,reciprocal_emotion_pressure,across_run,0.512762,0.487238,0.142857,0.857143,0.32781,0.67219,False,LLM coordinated semantic labels; shared tags: identity-boundaries.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,interaction_intensity,across_run,0.567733,0.432267,0.0,1.0,0.283867,0.716133,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,human_support_orientation,across_run,0.626884,0.373116,0.0,1.0,0.313442,0.686558,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,relationship_frame,relational_trajectory_phase,across_run,0.593285,0.406715,0.0,1.0,0.296642,0.703358,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,anthropomorphic_prompt_pressure,claim_initiation_context,within_run,0.639292,0.360708,0.0,1.0,0.319646,0.680354,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,anthropomorphic_prompt_pressure,disclosure_frame,within_run,0.580808,0.419192,0.0,1.0,0.290404,0.709596,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,anthropomorphic_prompt_pressure,trajectory_stage,within_run,0.636584,0.363416,0.0,1.0,0.318292,0.681708,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,user_attribution_stance,across_run,0.668016,0.331984,0.142857,0.857143,0.405437,0.594563,False,LLM coordinated semantic labels; shared tags: anthropomorphic-attribution.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,control_provenance_frame,across_run,0.555473,0.444527,0.0,1.0,0.277736,0.722264,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,anthropocentric_script,across_run,0.595802,0.404198,0.0,1.0,0.297901,0.702099,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,social_affiliation_motive,across_run,0.572027,0.427973,0.0,1.0,0.286013,0.713987,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,reliance_stakes,across_run,0.553177,0.446823,0.0,1.0,0.276589,0.723411,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,interaction_horizon,across_run,0.587926,0.412074,0.0,1.0,0.293963,0.706037,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,mental_model_challenge,across_run,0.589792,0.410208,0.0,1.0,0.294896,0.705104,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,anthropomorphic_prompt_pressure,influence_opportunity,across_run,0.680955,0.319045,0.0,1.0,0.340477,0.659523,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,user_age_context,across_run,0.466517,0.533483,0.142857,0.857143,0.304687,0.695313,False,LLM coordinated semantic labels; shared tags: identity-transparency.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,social_connection_context,across_run,0.561045,0.438955,0.0,1.0,0.280523,0.719477,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,conversation_purpose,across_run,0.522449,0.477551,0.0,1.0,0.261225,0.738775,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,affective_signal,across_run,0.656043,0.343957,0.0,1.0,0.328022,0.671978,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,requested_role_frame,across_run,0.57563,0.42437,0.0,1.0,0.287815,0.712185,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,reciprocal_emotion_pressure,across_run,0.750953,0.249047,0.0,1.0,0.375476,0.624524,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,interaction_intensity,across_run,0.55597,0.44403,0.0,1.0,0.277985,0.722015,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,human_support_orientation,across_run,0.557645,0.442355,0.0,1.0,0.278822,0.721178,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,anthropomorphic_prompt_pressure,relational_trajectory_phase,across_run,0.625326,0.374674,0.0,1.0,0.312663,0.687337,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,claim_initiation_context,disclosure_frame,within_run,0.576555,0.423445,0.0,1.0,0.288278,0.711722,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,claim_initiation_context,trajectory_stage,within_run,0.617131,0.382869,0.142857,0.857143,0.379994,0.620006,False,LLM coordinated semantic labels; shared tags: repair-context.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,user_attribution_stance,across_run,0.660323,0.339677,0.142857,0.857143,0.40159,0.59841,False,LLM coordinated semantic labels; shared tags: repair-context.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,control_provenance_frame,across_run,0.599263,0.400737,0.0,1.0,0.299631,0.700369,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,anthropocentric_script,across_run,0.545225,0.454775,0.0,1.0,0.272612,0.727388,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,social_affiliation_motive,across_run,0.545058,0.454942,0.0,1.0,0.272529,0.727471,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,reliance_stakes,across_run,0.552258,0.447742,0.0,1.0,0.276129,0.723871,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,interaction_horizon,across_run,0.594482,0.405518,0.0,1.0,0.297241,0.702759,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,mental_model_challenge,across_run,0.557442,0.442558,0.142857,0.857143,0.35015,0.64985,False,LLM coordinated semantic labels; shared tags: repair-context.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,claim_initiation_context,influence_opportunity,across_run,0.60849,0.39151,0.0,1.0,0.304245,0.695755,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,user_age_context,across_run,0.569904,0.430096,0.0,1.0,0.284952,0.715048,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,social_connection_context,across_run,0.598987,0.401013,0.0,1.0,0.299494,0.700506,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,conversation_purpose,across_run,0.530872,0.469128,0.0,1.0,0.265436,0.734564,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,affective_signal,across_run,0.597879,0.402121,0.0,1.0,0.29894,0.70106,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,requested_role_frame,across_run,0.567817,0.432183,0.0,1.0,0.283909,0.716091,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,reciprocal_emotion_pressure,across_run,0.502879,0.497121,0.0,1.0,0.251439,0.748561,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,interaction_intensity,across_run,0.541494,0.458506,0.0,1.0,0.270747,0.729253,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,human_support_orientation,across_run,0.561468,0.438532,0.0,1.0,0.280734,0.719266,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-3,claim_initiation_context,relational_trajectory_phase,across_run,0.598064,0.401936,0.125,0.875,0.361532,0.638468,False,LLM coordinated semantic labels; shared tags: repair-context.,False,False,False,
anthropomorphic_behaviors,run-1,run-1,disclosure_frame,trajectory_stage,within_run,0.54356,0.45644,0.0,1.0,0.27178,0.72822,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,disclosure_frame,user_attribution_stance,across_run,0.595958,0.404042,0.142857,0.857143,0.369408,0.630592,False,LLM coordinated semantic labels; shared tags: user-mental-model.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,disclosure_frame,control_provenance_frame,across_run,0.650347,0.349653,0.142857,0.857143,0.396602,0.603398,False,LLM coordinated semantic labels; shared tags: user-mental-model.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,disclosure_frame,anthropocentric_script,across_run,0.559245,0.440755,0.0,1.0,0.279622,0.720378,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,disclosure_frame,social_affiliation_motive,across_run,0.533887,0.466113,0.0,1.0,0.266944,0.733056,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
anthropomorphic_behaviors,run-1,run-2,disclosure_frame,reliance_stakes,across_run,0.534491,0.465509,0.0,1.0,0.267246,0.732754,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
